gbifID,eventDate,decimalLatitude,decimalLongitude,level0Gid,species,occurrenceStatus
3108864509,2018-10-25 00:00:00,-33.4013,151.463,AUS,Litoria fallax,1
3108908053,2019-08-27 00:00:00,-28.324206,153.460666,AUS,Litoria fallax,1
3108882665,2018-11-16 00:00:00,-33.086823,151.420802,AUS,Litoria fallax,1
3108865142,2018-11-30 00:00:00,-33.0456,151.391,AUS,Litoria fallax,1
3108865145,2018-11-14 00:00:00,-32.7284,151.854,AUS,Litoria fallax,1
3108867446,2018-10-03 00:00:00,-33.832463,151.068529,AUS,Litoria fallax,1
3108925517,2019-10-30 00:00:00,-33.8787,151.168,AUS,Litoria fallax,1
3108854556,2019-09-03 00:00:00,-33.3246,151.365,AUS,Litoria fallax,1
3108925960,2019-11-06 00:00:00,-32.988349,151.661698,AUS,Litoria fallax,1
3108845795,2018-11-13 00:00:00,-33.879011,151.167911,AUS,Litoria fallax,1
3108866157,2018-10-06 00:00:00,-32.741481,151.955164,AUS,Litoria fallax,1
3108940170,2018-12-06 00:00:00,-33.3251,151.365,AUS,Litoria fallax,1
3108854893,2018-11-17 00:00:00,-33.789703,151.131294,AUS,Litoria fallax,1
3108921671,2018-09-14 00:00:00,-34.496422,150.762712,AUS,Litoria fallax,1
3108907416,2018-03-04 00:00:00,-28.272723,153.405233,AUS,Litoria fallax,1
3108873966,2019-09-08 00:00:00,-32.220679,152.19531,AUS,Litoria fallax,1
3108860755,2018-10-16 00:00:00,-34.0739,151.057,AUS,Litoria fallax,1
3108914417,2018-10-19 00:00:00,-33.832488,151.068531,AUS,Litoria fallax,1
3108888065,2018-11-12 00:00:00,-31.9364,152.401,AUS,Litoria fallax,1
3108847171,2019-02-01 00:00:00,-33.3246,151.365,AUS,Litoria fallax,1
3108929337,2019-08-18 00:00:00,-32.986,151.593,AUS,Litoria fallax,1
3108883639,2018-12-01 00:00:00,-34.573714,150.751613,AUS,Litoria fallax,1
3108915354,2019-09-25 00:00:00,-33.3251,151.365,AUS,Litoria fallax,1
3108880742,2019-09-05 00:00:00,-28.7047,153.088,AUS,Litoria fallax,1
3108885412,2018-10-16 00:00:00,-31.4251,152.844,AUS,Litoria fallax,1
3108908840,2018-12-26 00:00:00,-28.3417,153.371,AUS,Litoria fallax,1
3108894386,2019-10-23 00:00:00,-33.756166,150.623332,AUS,Litoria fallax,1
2420788387,2018-12-12 00:00:00,-33.836398,151.059792,AUS,Litoria fallax,1
3108929856,2018-11-12 00:00:00,-33.70752,151.177495,AUS,Litoria fallax,1
2421088231,2019-02-16 00:00:00,-29.555647,153.285265,AUS,Litoria fallax,1
3108850431,2018-12-29 00:00:00,-31.430557,152.609895,AUS,Litoria fallax,1
3108915574,2019-10-23 00:00:00,-34.7467,150.563,AUS,Litoria fallax,1
2421107755,2018-10-22 00:00:00,-34.090927,150.77124,AUS,Litoria fallax,1
3108870791,2019-09-19 00:00:00,-33.3251,151.365,AUS,Litoria fallax,1
2420971043,2018-02-22 00:00:00,-34.925895,150.641443,AUS,Litoria fallax,1
3108943626,2018-11-10 00:00:00,-30.1942,153.01,AUS,Litoria fallax,1
3108892681,2019-09-09 00:00:00,-33.325,151.365,AUS,Litoria fallax,1
2806257180,2019-10-30 00:00:00,-31.235364,151.348036,AUS,Litoria fallax,1
3108954010,2019-01-12 00:00:00,-33.383223,151.370396,AUS,Litoria fallax,1
3108898712,2018-12-08 00:00:00,-33.3249,151.365,AUS,Litoria fallax,1
3108935366,2019-10-25 00:00:00,-35.8276,150.173,AUS,Litoria fallax,1
3108871385,2018-11-10 00:00:00,-33.430893,151.381453,AUS,Litoria fallax,1
3108849579,2018-10-26 00:00:00,-35.682788,150.233489,AUS,Litoria fallax,1
3108912818,2019-10-24 00:00:00,-33.672343,151.275173,AUS,Litoria fallax,1
1935333710,2018-10-03 00:00:00,-32.636114,152.150811,AUS,Litoria fallax,1
3108928705,2019-09-30 00:00:00,-33.3249,151.365,AUS,Litoria fallax,1
3108882973,2018-02-10 00:00:00,-31.9436,152.428,AUS,Litoria fallax,1
3108904347,2019-09-22 00:00:00,-32.902107,151.486887,AUS,Litoria fallax,1
2420896295,2019-01-09 00:00:00,-33.836398,151.059792,AUS,Litoria fallax,1
3108890538,2019-09-27 00:00:00,-33.8226,150.655,AUS,Litoria fallax,1
3108855861,2018-12-12 00:00:00,-33.259229,151.474232,AUS,Litoria fallax,1
3108905533,2019-10-06 00:00:00,-33.020477,151.172052,AUS,Litoria fallax,1
3108857827,2019-10-08 00:00:00,-30.2919,153.13,AUS,Litoria fallax,1
3108863431,2018-10-18 00:00:00,-33.086548,151.420802,AUS,Litoria fallax,1
3108938090,2018-03-14 00:00:00,-33.6825,151.256,AUS,Litoria fallax,1
3108950342,2019-09-19 00:00:00,-33.325,151.365,AUS,Litoria fallax,1
3108915051,2018-11-21 00:00:00,-28.6584,153.24,AUS,Litoria fallax,1
2824480509,2019-06-03 00:00:00,-28.694933,153.598093,AUS,Litoria fallax,1
3108907893,2019-01-21 00:00:00,-30.321512,152.895115,AUS,Litoria fallax,1
3108893347,2019-09-20 00:00:00,-33.3244,151.365,AUS,Litoria fallax,1
3108919516,2018-11-16 00:00:00,-33.430919,151.381422,AUS,Litoria fallax,1
3108933105,2018-11-03 00:00:00,-33.067963,151.11814,AUS,Litoria fallax,1
3108947320,2019-01-09 00:00:00,-33.3248,151.365,AUS,Litoria fallax,1
3108851763,2018-11-09 00:00:00,-34.563,150.834,AUS,Litoria fallax,1
3108921467,2018-10-30 00:00:00,-29.618979,152.977273,AUS,Litoria fallax,1
3108857794,2019-10-05 00:00:00,-33.619,151.016,AUS,Litoria fallax,1
3108893441,2018-10-28 00:00:00,-34.631775,150.854058,AUS,Litoria fallax,1
3108847958,2018-11-24 00:00:00,-30.10073,153.163241,AUS,Litoria fallax,1
3108880669,2019-11-08 00:00:00,-33.086792,151.420874,AUS,Litoria fallax,1
3108896519,2018-11-04 00:00:00,-29.505368,152.82377,AUS,Litoria fallax,1
3108863896,2019-10-02 00:00:00,-29.5846,152.779,AUS,Litoria fallax,1
3108872689,2018-10-27 00:00:00,-34.495767,150.775426,AUS,Litoria fallax,1
3108918551,2018-11-11 00:00:00,-32.932579,151.128686,AUS,Litoria fallax,1
3108943040,2019-09-15 00:00:00,-32.814323,151.463663,AUS,Litoria fallax,1
3108881463,2018-11-19 00:00:00,-28.2721,153.405,AUS,Litoria fallax,1
3108888327,2019-10-17 00:00:00,-32.742011,151.953685,AUS,Litoria fallax,1
3108888479,2018-11-18 00:00:00,-32.3207,152.484,AUS,Litoria fallax,1
3108879995,2018-10-14 00:00:00,-33.557322,150.799918,AUS,Litoria fallax,1
3108880122,2018-12-18 00:00:00,-30.571237,151.905197,AUS,Litoria fallax,1
3108910536,2019-01-27 00:00:00,-34.49553,150.775084,AUS,Litoria fallax,1
3108886539,2019-11-09 00:00:00,-33.086992,151.420467,AUS,Litoria fallax,1
3108877834,2018-12-12 00:00:00,-33.922272,151.215393,AUS,Litoria fallax,1
3108910095,2019-02-04 00:00:00,-33.3246,151.365,AUS,Litoria fallax,1
2806118673,2018-01-22 00:00:00,-32.39606,150.89162,AUS,Litoria fallax,1
3108907039,2018-01-22 00:00:00,-28.6558,153.183,AUS,Litoria fallax,1
3108908715,2019-01-13 00:00:00,-29.2296,152.016,AUS,Litoria fallax,1
3108863723,2018-10-06 00:00:00,-32.741472,151.955162,AUS,Litoria fallax,1
3108908320,2018-10-09 00:00:00,-32.894348,151.703246,AUS,Litoria fallax,1
3108923417,2018-01-04 00:00:00,-33.8174,151.214,AUS,Litoria fallax,1
2805950244,2019-11-13 00:00:00,-33.717871,150.848963,AUS,Litoria fallax,1
3108863785,2019-09-20 00:00:00,-33.3249,151.365,AUS,Litoria fallax,1
3108944559,2019-09-20 00:00:00,-31.968,152.508,AUS,Litoria fallax,1
3108862872,2018-03-31 00:00:00,-28.565458,152.798191,AUS,Litoria fallax,1
3108934940,2019-09-13 00:00:00,-32.9863,151.593,AUS,Litoria fallax,1
3108882929,2019-10-06 00:00:00,-33.021446,151.170579,AUS,Litoria fallax,1
3108937845,2018-11-20 00:00:00,-34.590271,150.863215,AUS,Litoria fallax,1
3108918873,2018-01-28 00:00:00,-35.7833,150.222,AUS,Litoria fallax,1
3108906662,2019-10-31 00:00:00,-33.1117,151.559,AUS,Litoria fallax,1
3108906824,2019-11-08 00:00:00,-34.48515,150.775199,AUS,Litoria fallax,1
3108923496,2019-04-19 00:00:00,-33.4014,151.462,AUS,Litoria fallax,1
3108889943,2018-10-13 00:00:00,-33.94882,150.937246,AUS,Litoria fallax,1
2420847091,2019-01-10 00:00:00,-33.839198,151.071667,AUS,Litoria fallax,1
3108939340,2019-10-21 00:00:00,-35.024292,150.624317,AUS,Litoria fallax,1
3108905424,2018-10-09 00:00:00,-32.624002,151.291288,AUS,Litoria fallax,1
1935424343,2018-07-05 00:00:00,-32.300136,151.21722,AUS,Litoria fallax,1
3108920963,2019-09-21 00:00:00,-34.0522,150.528,AUS,Litoria fallax,1
3108853707,2019-04-19 00:00:00,-34.496575,150.776865,AUS,Litoria fallax,1
3108887516,2019-10-05 00:00:00,-33.879029,151.167876,AUS,Litoria fallax,1
3108935958,2018-12-18 00:00:00,-33.325,151.365,AUS,Litoria fallax,1
1806610122,2018-01-05 12:01:00,-29.035932,152.841445,AUS,Litoria fallax,1
1936812676,2018-09-18 16:05:00,-35.79316,150.219888,AUS,Litoria fallax,1
1936818761,2018-09-06 19:19:00,-28.524583,153.196367,AUS,Litoria fallax,1
2432636617,2018-12-31 08:58:00,-32.081748,152.446583,AUS,Litoria fallax,1
2872708407,2019-11-16 21:01:00,-32.777751,151.549533,AUS,Litoria fallax,1
2432637345,2019-06-01 20:00:00,-27.753439,153.14601,AUS,Litoria fallax,1
2521497210,2019-10-04 15:21:00,-33.231023,151.415905,AUS,Litoria fallax,1
2432645684,2019-03-30 21:13:00,-27.830331,153.257812,AUS,Litoria fallax,1
2521501068,2019-09-07 16:57:00,-26.812226,152.867108,AUS,Litoria fallax,1
2432648113,2019-06-02 14:23:00,-34.524276,150.746765,AUS,Litoria fallax,1
2432651255,2019-04-05 08:20:00,-33.187157,151.4187,AUS,Litoria fallax,1
2563052706,2019-12-11 06:49:00,-30.498047,151.625048,AUS,Litoria fallax,1
2432594507,2019-03-06 20:03:00,-26.858072,152.894195,AUS,Litoria fallax,1
2979244326,2019-01-22 23:29:50,-33.367473,150.720889,AUS,Litoria fallax,1
2432605379,2018-11-25 10:10:00,-26.911615,152.76358,AUS,Litoria fallax,1
2521498699,2019-09-06 20:15:00,-24.931855,152.239297,AUS,Litoria fallax,1
2432609517,2019-04-16 09:38:00,-21.279722,149.151382,AUS,Litoria fallax,1
2432609719,2019-01-17 12:43:00,-33.372708,150.755403,AUS,Litoria fallax,1
2872702365,2019-11-17 09:10:00,-27.39447,152.493378,AUS,Litoria fallax,1
2432620434,2019-03-18 11:58:00,-25.928307,152.634994,AUS,Litoria fallax,1
2432620709,2019-08-14 21:11:00,-24.976336,152.216195,AUS,Litoria fallax,1
2432632511,2019-02-09 09:52:00,-25.278734,152.766917,AUS,Litoria fallax,1
2432638431,2019-04-04 22:54:00,-21.277956,149.147626,AUS,Litoria fallax,1
2432646448,2018-10-06 10:00:00,-27.461784,152.882858,AUS,Litoria fallax,1
2872699337,2019-11-04 18:22:00,-30.449967,151.622987,AUS,Litoria fallax,1
2432637123,2019-04-06 17:56:00,-33.624095,150.856642,AUS,Litoria fallax,1
1835235809,2018-02-25 15:52:00,-30.255344,153.137766,AUS,Litoria fallax,1
2432646224,2018-10-17 10:56:00,-35.793241,150.219551,AUS,Litoria fallax,1
2432591524,2019-06-16 13:28:00,-26.781045,152.880967,AUS,Litoria fallax,1
2432592277,2019-03-28 13:43:00,-33.770742,151.115372,AUS,Litoria fallax,1
1844506544,2018-03-17 18:13:00,-27.498975,153.002625,AUS,Litoria fallax,1
2872704562,2019-11-03 21:29:00,-30.576861,152.206089,AUS,Litoria fallax,1
1936819028,2018-07-01 15:29:00,-26.125064,152.649567,AUS,Litoria fallax,1
1917023274,2018-05-09 07:53:00,-26.547202,153.087259,AUS,Litoria fallax,1
2432619377,2019-04-22 18:11:00,-27.497691,153.018211,AUS,Litoria fallax,1
2432623625,2019-03-28 13:48:00,-33.770645,151.115403,AUS,Litoria fallax,1
1936814487,2018-09-14 07:02:00,-34.858996,150.599746,AUS,Litoria fallax,1
2563055875,2019-12-15 18:49:00,-30.449992,151.623017,AUS,Litoria fallax,1
1844509220,2018-03-31 16:40:00,-33.417097,151.359119,AUS,Litoria fallax,1
1936820747,2018-08-28 11:55:00,-35.79342,150.219574,AUS,Litoria fallax,1
2432621897,2019-02-24 10:44:00,-25.278871,152.767057,AUS,Litoria fallax,1
2432591336,2019-01-09 13:08:00,-27.323635,152.089865,AUS,Litoria fallax,1
2432616863,2019-03-01 07:27:00,-28.138319,153.483648,AUS,Litoria fallax,1
1806607462,2018-01-04 11:38:00,-26.539103,153.094237,AUS,Litoria fallax,1
2432617290,2018-10-03 06:39:00,-31.462555,152.922867,AUS,Litoria fallax,1
2432622417,2019-03-16 20:52:00,-26.382115,152.983635,AUS,Litoria fallax,1
1917020366,2018-05-08 19:12:00,-24.029781,151.111729,AUS,Litoria fallax,1
2432608775,2019-04-09 15:49:00,-33.771513,151.113861,AUS,Litoria fallax,1
2432609347,2018-10-12 19:44:00,-30.289588,153.015914,AUS,Litoria fallax,1
2432617673,2019-03-27 18:16:00,-26.805833,153.132766,AUS,Litoria fallax,1
2432617948,2019-03-10 13:52:00,-20.297007,148.671009,AUS,Litoria fallax,1
2432618033,2019-01-31 19:09:00,-25.278561,152.766561,AUS,Litoria fallax,1
2432595000,2019-02-24 10:57:00,-25.278957,152.766962,AUS,Litoria fallax,1
2580097375,2018-12-08 00:00:00,-26.387815,152.929786,AUS,Litoria fallax,1
3463456358,2019-11-13 00:00:00,-27.2742,152.073,AUS,Litoria fallax,1
3463456382,2019-11-10 00:00:00,-33.3249,151.365,AUS,Litoria fallax,1
3463456405,2019-03-18 00:00:00,-28.099032,153.407189,AUS,Litoria fallax,1
3463456419,2018-11-25 00:00:00,-30.564513,151.004959,AUS,Litoria fallax,1
3463456432,2018-08-24 00:00:00,-26.36568,152.855598,AUS,Litoria fallax,1
3463456574,2018-11-27 00:00:00,-34.564288,150.833207,AUS,Litoria fallax,1
3463456709,2018-12-18 00:00:00,-26.691373,152.88955,AUS,Litoria fallax,1
3463456721,2019-12-06 00:00:00,-30.983346,151.595627,AUS,Litoria fallax,1
3463456734,2018-01-24 00:00:00,-17.186167,145.447873,AUS,Litoria fallax,1
3463456767,2019-11-18 00:00:00,-28.7531,153.388,AUS,Litoria fallax,1
3463456788,2019-09-06 00:00:00,-33.193839,151.582405,AUS,Litoria fallax,1
3463456792,2018-12-09 00:00:00,-16.870212,145.678961,AUS,Litoria fallax,1
3463456805,2019-11-09 00:00:00,-31.828933,151.895722,AUS,Litoria fallax,1
3463456837,2018-10-27 00:00:00,-32.3419,152.448,AUS,Litoria fallax,1
3463456986,2018-11-16 00:00:00,-33.6901,151.293,AUS,Litoria fallax,1
3463456993,2018-10-10 00:00:00,-29.2021,152.009,AUS,Litoria fallax,1
3463457001,2019-09-23 00:00:00,-33.325,151.365,AUS,Litoria fallax,1
3463457063,2018-01-06 00:00:00,-30.321608,152.895244,AUS,Litoria fallax,1
3463457169,2018-09-27 00:00:00,-26.4678,152.891,AUS,Litoria fallax,1
3463465305,2019-10-22 00:00:00,-26.737098,152.8185,AUS,Litoria fallax,1
3463465314,2019-07-26 00:00:00,-26.745429,152.817332,AUS,Litoria fallax,1
3463465332,2019-01-14 00:00:00,-33.325,151.365,AUS,Litoria fallax,1
3463465349,2019-11-12 00:00:00,-27.7387,153.176,AUS,Litoria fallax,1
3463465368,2019-07-28 00:00:00,-26.7276,153.009,AUS,Litoria fallax,1
3463465445,2018-12-14 00:00:00,-24.5183,151.972,AUS,Litoria fallax,1
3463465478,2019-12-25 00:00:00,-33.3247,151.365,AUS,Litoria fallax,1
3463465491,2019-10-13 00:00:00,-25.9718,152.652,AUS,Litoria fallax,1
3463465506,2018-11-23 00:00:00,-26.1133,152.799,AUS,Litoria fallax,1
3463465601,2018-12-20 00:00:00,-26.755143,152.800994,AUS,Litoria fallax,1
3463465609,2018-09-09 00:00:00,-26.456002,152.998847,AUS,Litoria fallax,1
3463465616,2019-09-20 00:00:00,-34.484152,150.775899,AUS,Litoria fallax,1
3463465664,2019-10-27 00:00:00,-33.756262,150.623227,AUS,Litoria fallax,1
3463465666,2019-10-26 00:00:00,-33.3245,151.365,AUS,Litoria fallax,1
3463465698,2019-09-29 00:00:00,-27.488932,152.915338,AUS,Litoria fallax,1
3463465707,2019-12-31 00:00:00,-33.3246,151.365,AUS,Litoria fallax,1
3463465764,2019-08-28 00:00:00,-26.745479,152.817361,AUS,Litoria fallax,1
3463465779,2019-12-13 00:00:00,-33.0863,151.421,AUS,Litoria fallax,1
3463465780,2018-10-19 00:00:00,-28.216,153.385,AUS,Litoria fallax,1
3463465814,2018-10-20 00:00:00,-32.931531,151.676119,AUS,Litoria fallax,1
3463465824,2019-11-10 00:00:00,-34.856403,150.520251,AUS,Litoria fallax,1
3463465922,2018-09-29 00:00:00,-30.4813,152.88,AUS,Litoria fallax,1
3463465939,2019-10-25 00:00:00,-33.804835,150.688767,AUS,Litoria fallax,1
3463465992,2019-11-12 00:00:00,-33.3646,151.446,AUS,Litoria fallax,1
3463465996,2018-12-29 00:00:00,-26.910019,152.754707,AUS,Litoria fallax,1
3463466016,2018-01-04 00:00:00,-33.8174,151.214,AUS,Litoria fallax,1
3463466029,2018-12-20 00:00:00,-34.49539,150.774962,AUS,Litoria fallax,1
3463466048,2018-10-19 00:00:00,-32.935008,151.433029,AUS,Litoria fallax,1
3463466083,2018-11-16 00:00:00,-26.1133,152.799,AUS,Litoria fallax,1
3463466085,2019-10-15 00:00:00,-33.726037,150.697254,AUS,Litoria fallax,1
3463466106,2018-11-13 00:00:00,-26.631099,153.02655,AUS,Litoria fallax,1
3463466199,2018-11-01 00:00:00,-31.5916,152.497,AUS,Litoria fallax,1
3463466271,2018-10-21 00:00:00,-34.1075,151.06,AUS,Litoria fallax,1
3463466273,2018-10-16 00:00:00,-29.6,152.8,AUS,Litoria fallax,1
3463466281,2019-09-21 00:00:00,-26.1187,152.797,AUS,Litoria fallax,1
3463475305,2019-09-14 00:00:00,-26.4562,152.999,AUS,Litoria fallax,1
3463475403,2019-11-24 00:00:00,-33.755371,150.623976,AUS,Litoria fallax,1
3463475479,2019-09-23 00:00:00,-33.3249,151.365,AUS,Litoria fallax,1
3463475516,2019-11-10 00:00:00,-28.112345,153.387746,AUS,Litoria fallax,1
3463475517,2019-01-30 00:00:00,-26.6656,152.866,AUS,Litoria fallax,1
3463475553,2018-11-24 00:00:00,-17.3334,145.656,AUS,Litoria fallax,1
3463475602,2018-09-21 00:00:00,-32.9864,151.592,AUS,Litoria fallax,1
3463475686,2019-11-03 00:00:00,-25.6989,152.625,AUS,Litoria fallax,1
3463475886,2018-10-23 00:00:00,-34.493756,150.766464,AUS,Litoria fallax,1
3463475905,2019-11-15 00:00:00,-26.4679,152.891,AUS,Litoria fallax,1
3463475913,2019-08-08 00:00:00,-24.0035,151.197,AUS,Litoria fallax,1
3463475927,2018-10-09 00:00:00,-32.894348,151.703246,AUS,Litoria fallax,1
3463475938,2018-11-09 00:00:00,-34.565166,150.833149,AUS,Litoria fallax,1
3463476070,2018-11-03 00:00:00,-27.6062,153.227,AUS,Litoria fallax,1
3463476083,2019-10-19 00:00:00,-26.4568,152.95,AUS,Litoria fallax,1
3463476113,2019-09-27 00:00:00,-33.325,151.365,AUS,Litoria fallax,1
3463476145,2019-11-20 00:00:00,-26.7044,153.094,AUS,Litoria fallax,1
3463476154,2018-01-04 00:00:00,-32.813588,151.451111,AUS,Litoria fallax,1
3463476190,2019-02-10 00:00:00,-33.739588,151.306449,AUS,Litoria fallax,1
3463476194,2018-10-16 00:00:00,-26.1136,152.799,AUS,Litoria fallax,1
3463476200,2018-12-25 00:00:00,-33.3245,151.365,AUS,Litoria fallax,1
3463476261,2019-03-17 00:00:00,-33.676737,151.183499,AUS,Litoria fallax,1
3463476266,2019-09-01 00:00:00,-36.6804,149.842,AUS,Litoria fallax,1
3463486301,2019-12-05 00:00:00,-33.755289,150.623275,AUS,Litoria fallax,1
3463486317,2019-01-26 00:00:00,-27.488665,152.915465,AUS,Litoria fallax,1
3463486318,2019-01-10 00:00:00,-33.3245,151.365,AUS,Litoria fallax,1
3463486402,2019-02-03 00:00:00,-33.3245,151.365,AUS,Litoria fallax,1
3463486404,2019-01-27 00:00:00,-33.3249,151.365,AUS,Litoria fallax,1
3463486525,2019-11-12 00:00:00,-28.058716,153.338203,AUS,Litoria fallax,1
3463486551,2019-01-03 00:00:00,-17.574733,146.082962,AUS,Litoria fallax,1
3463486570,2018-01-06 00:00:00,-30.388587,152.675975,AUS,Litoria fallax,1
3463486580,2019-10-29 00:00:00,-33.3245,151.365,AUS,Litoria fallax,1
3463486612,2019-12-27 00:00:00,-33.147231,151.258256,AUS,Litoria fallax,1
3463486648,2018-11-22 00:00:00,-30.779404,151.451327,AUS,Litoria fallax,1
3463486729,2019-12-10 00:00:00,-33.3251,151.365,AUS,Litoria fallax,1
3463486740,2019-09-13 00:00:00,-33.1937,151.580573,AUS,Litoria fallax,1
3463486746,2018-11-16 00:00:00,-29.7234,151.482,AUS,Litoria fallax,1
3463486760,2018-11-21 00:00:00,-32.9,151.7,AUS,Litoria fallax,1
3463486850,2019-10-05 00:00:00,-32.7739,151.362,AUS,Litoria fallax,1
3463486868,2018-11-11 00:00:00,-26.1136,152.799,AUS,Litoria fallax,1
3463486881,2019-03-24 00:00:00,-16.9792,145.476,AUS,Litoria fallax,1
3463486899,2019-09-29 00:00:00,-27.5004,153.248,AUS,Litoria fallax,1
3463486937,2018-11-10 00:00:00,-30.787369,151.324806,AUS,Litoria fallax,1
3463486955,2018-09-06 00:00:00,-26.456028,152.998828,AUS,Litoria fallax,1
3463486979,2018-10-16 00:00:00,-26.1136,152.799,AUS,Litoria fallax,1
3463486997,2018-09-01 00:00:00,-31.285696,152.813698,AUS,Litoria fallax,1
3463487008,2019-11-16 00:00:00,-36.246238,147.036384,AUS,Litoria fallax,1
3463487015,2019-02-19 00:00:00,-33.3248,151.365,AUS,Litoria fallax,1
3463487022,2019-10-28 00:00:00,-25.972,152.652,AUS,Litoria fallax,1
3463487069,2018-02-24 00:00:00,-24.4426,151.947,AUS,Litoria fallax,1
3463487070,2019-10-24 00:00:00,-27.216156,153.00528,AUS,Litoria fallax,1
3463487101,2019-09-22 00:00:00,-27.72168,152.922701,AUS,Litoria fallax,1
3463487190,2018-07-27 00:00:00,-28.561004,153.076036,AUS,Litoria fallax,1
3463487202,2018-11-19 00:00:00,-32.968436,151.656343,AUS,Litoria fallax,1
3463487219,2019-11-17 00:00:00,-34.80713,150.727268,AUS,Litoria fallax,1
3463487260,2019-01-02 00:00:00,-26.4563,152.999,AUS,Litoria fallax,1
