gbifID,eventDate,decimalLatitude,decimalLongitude,level0Gid,species,occurrenceStatus,Season
3108888065,2018-11-12 00:00:00,-31.9364,152.401,AUS,Litoria fallax,1,Spring
1452535401,2015-11-17 00:00:00,-33.824927,151.069666,AUS,Litoria fallax,1,Spring
3108847171,2019-02-01 00:00:00,-33.3246,151.365,AUS,Litoria fallax,1,Summer
3108929337,2019-08-18 00:00:00,-32.986,151.593,AUS,Litoria fallax,1,Winter
3108883639,2018-12-01 00:00:00,-34.573714,150.751613,AUS,Litoria fallax,1,Summer
3108915354,2019-09-25 00:00:00,-33.3251,151.365,AUS,Litoria fallax,1,Spring
3108880742,2019-09-05 00:00:00,-28.7047,153.088,AUS,Litoria fallax,1,Spring
2806097091,2016-11-21 00:00:00,-33.31308,151.519303,AUS,Litoria fallax,1,Spring
3108885412,2018-10-16 00:00:00,-31.4251,152.844,AUS,Litoria fallax,1,Spring
3108908840,2018-12-26 00:00:00,-28.3417,153.371,AUS,Litoria fallax,1,Summer
3108889833,2017-11-10 00:00:00,-32.098297,152.351768,AUS,Litoria fallax,1,Spring
3108894386,2019-10-23 00:00:00,-33.756166,150.623332,AUS,Litoria fallax,1,Spring
1915832471,2017-12-05 00:00:00,-33.842351,151.071565,AUS,Litoria fallax,1,Summer
2420788387,2018-12-12 00:00:00,-33.836398,151.059792,AUS,Litoria fallax,1,Summer
2806395599,2015-11-22 00:00:00,-34.887322,150.650671,AUS,Litoria fallax,1,Spring
3108929856,2018-11-12 00:00:00,-33.70752,151.177495,AUS,Litoria fallax,1,Spring
3108884420,2017-11-10 00:00:00,-30.6498,152.891,AUS,Litoria fallax,1,Spring
2421088231,2019-02-16 00:00:00,-29.555647,153.285265,AUS,Litoria fallax,1,Summer
1452642609,2016-01-22 00:00:00,-34.904247,150.629968,AUS,Litoria fallax,1,Summer
3108850431,2018-12-29 00:00:00,-31.430557,152.609895,AUS,Litoria fallax,1,Summer
3108915574,2019-10-23 00:00:00,-34.7467,150.563,AUS,Litoria fallax,1,Spring
2421107755,2018-10-22 00:00:00,-34.090927,150.77124,AUS,Litoria fallax,1,Spring
3108918570,2017-11-10 00:00:00,-33.709696,151.173482,AUS,Litoria fallax,1,Spring
3108870791,2019-09-19 00:00:00,-33.3251,151.365,AUS,Litoria fallax,1,Spring
2420971043,2018-02-22 00:00:00,-34.925895,150.641443,AUS,Litoria fallax,1,Summer
3108943626,2018-11-10 00:00:00,-30.1942,153.01,AUS,Litoria fallax,1,Spring
3108930666,2017-12-07 00:00:00,-31.003564,152.860274,AUS,Litoria fallax,1,Summer
3108892681,2019-09-09 00:00:00,-33.325,151.365,AUS,Litoria fallax,1,Spring
3108953847,2017-11-19 00:00:00,-35.8279,150.172,AUS,Litoria fallax,1,Spring
2806257180,2019-10-30 00:00:00,-31.235364,151.348036,AUS,Litoria fallax,1,Spring
3108954010,2019-01-12 00:00:00,-33.383223,151.370396,AUS,Litoria fallax,1,Summer
3108898712,2018-12-08 00:00:00,-33.3249,151.365,AUS,Litoria fallax,1,Summer
3108935366,2019-10-25 00:00:00,-35.8276,150.173,AUS,Litoria fallax,1,Spring
3108871385,2018-11-10 00:00:00,-33.430893,151.381453,AUS,Litoria fallax,1,Spring
3108910960,2017-12-24 00:00:00,-33.4021,151.464,AUS,Litoria fallax,1,Summer
3108849579,2018-10-26 00:00:00,-35.682788,150.233489,AUS,Litoria fallax,1,Spring
3108912818,2019-10-24 00:00:00,-33.672343,151.275173,AUS,Litoria fallax,1,Spring
1935333710,2018-10-03 00:00:00,-32.636114,152.150811,AUS,Litoria fallax,1,Spring
3108928705,2019-09-30 00:00:00,-33.3249,151.365,AUS,Litoria fallax,1,Spring
1916085247,2017-02-06 00:00:00,-33.841557,151.072879,AUS,Litoria fallax,1,Summer
3108882973,2018-02-10 00:00:00,-31.9436,152.428,AUS,Litoria fallax,1,Summer
1916660746,2016-10-24 00:00:00,-32.857753,151.615762,AUS,Litoria fallax,1,Spring
1915903965,2017-05-08 00:00:00,-28.471553,152.792617,AUS,Litoria fallax,1,Autumn
3108904347,2019-09-22 00:00:00,-32.902107,151.486887,AUS,Litoria fallax,1,Spring
3108862589,2017-11-16 00:00:00,-32.9007,151.479,AUS,Litoria fallax,1,Spring
1915663396,2016-12-11 00:00:00,-33.835933,151.062409,AUS,Litoria fallax,1,Summer
2420896295,2019-01-09 00:00:00,-33.836398,151.059792,AUS,Litoria fallax,1,Summer
3108890538,2019-09-27 00:00:00,-33.8226,150.655,AUS,Litoria fallax,1,Spring
3108855861,2018-12-12 00:00:00,-33.259229,151.474232,AUS,Litoria fallax,1,Summer
1915992542,2016-12-13 00:00:00,-32.850206,151.609928,AUS,Litoria fallax,1,Summer
3108905533,2019-10-06 00:00:00,-33.020477,151.172052,AUS,Litoria fallax,1,Spring
3108857827,2019-10-08 00:00:00,-30.2919,153.13,AUS,Litoria fallax,1,Spring
3108863431,2018-10-18 00:00:00,-33.086548,151.420802,AUS,Litoria fallax,1,Spring
1452535236,2015-11-16 00:00:00,-33.837991,151.074188,AUS,Litoria fallax,1,Spring
3108938090,2018-03-14 00:00:00,-33.6825,151.256,AUS,Litoria fallax,1,Autumn
1916029427,2016-12-06 00:00:00,-33.826424,151.060011,AUS,Litoria fallax,1,Summer
3108950342,2019-09-19 00:00:00,-33.325,151.365,AUS,Litoria fallax,1,Spring
3108915051,2018-11-21 00:00:00,-28.6584,153.24,AUS,Litoria fallax,1,Spring
2824480509,2019-06-03 00:00:00,-28.694933,153.598093,AUS,Litoria fallax,1,Winter
3108907893,2019-01-21 00:00:00,-30.321512,152.895115,AUS,Litoria fallax,1,Summer
3108893347,2019-09-20 00:00:00,-33.3244,151.365,AUS,Litoria fallax,1,Spring
3108919516,2018-11-16 00:00:00,-33.430919,151.381422,AUS,Litoria fallax,1,Spring
3108933105,2018-11-03 00:00:00,-33.067963,151.11814,AUS,Litoria fallax,1,Spring
3108947320,2019-01-09 00:00:00,-33.3248,151.365,AUS,Litoria fallax,1,Summer
3108851763,2018-11-09 00:00:00,-34.563,150.834,AUS,Litoria fallax,1,Spring
2421367601,2016-06-29 00:00:00,-32.729639,152.086897,AUS,Litoria fallax,1,Winter
3108921467,2018-10-30 00:00:00,-29.618979,152.977273,AUS,Litoria fallax,1,Spring
3108943570,2017-11-16 00:00:00,-31.553284,151.740365,AUS,Litoria fallax,1,Spring
3108857794,2019-10-05 00:00:00,-33.619,151.016,AUS,Litoria fallax,1,Spring
1452344425,2015-09-28 00:00:00,-34.072556,150.756592,AUS,Litoria fallax,1,Spring
3108893441,2018-10-28 00:00:00,-34.631775,150.854058,AUS,Litoria fallax,1,Spring
1452535892,2015-12-10 00:00:00,-33.84156,151.072878,AUS,Litoria fallax,1,Summer
3108847958,2018-11-24 00:00:00,-30.10073,153.163241,AUS,Litoria fallax,1,Spring
3108880669,2019-11-08 00:00:00,-33.086792,151.420874,AUS,Litoria fallax,1,Spring
3108896519,2018-11-04 00:00:00,-29.505368,152.82377,AUS,Litoria fallax,1,Spring
3108863896,2019-10-02 00:00:00,-29.5846,152.779,AUS,Litoria fallax,1,Spring
3108872689,2018-10-27 00:00:00,-34.495767,150.775426,AUS,Litoria fallax,1,Spring
1452191719,2015-12-17 00:00:00,-32.838129,151.616431,AUS,Litoria fallax,1,Summer
3108918551,2018-11-11 00:00:00,-32.932579,151.128686,AUS,Litoria fallax,1,Spring
3108943040,2019-09-15 00:00:00,-32.814323,151.463663,AUS,Litoria fallax,1,Spring
1452548936,2015-09-18 00:00:00,-32.748648,152.003275,AUS,Litoria fallax,1,Spring
3108905951,2017-12-01 00:00:00,-29.791083,151.14544,AUS,Litoria fallax,1,Summer
3108881463,2018-11-19 00:00:00,-28.2721,153.405,AUS,Litoria fallax,1,Spring
3108888327,2019-10-17 00:00:00,-32.742011,151.953685,AUS,Litoria fallax,1,Spring
3108888479,2018-11-18 00:00:00,-32.3207,152.484,AUS,Litoria fallax,1,Spring
3108917925,2017-12-02 00:00:00,-34.1814,150.988,AUS,Litoria fallax,1,Summer
3108879995,2018-10-14 00:00:00,-33.557322,150.799918,AUS,Litoria fallax,1,Spring
3108880122,2018-12-18 00:00:00,-30.571237,151.905197,AUS,Litoria fallax,1,Summer
3108845859,2017-11-13 00:00:00,-33.699881,151.043433,AUS,Litoria fallax,1,Spring
3108910536,2019-01-27 00:00:00,-34.49553,150.775084,AUS,Litoria fallax,1,Summer
3108886539,2019-11-09 00:00:00,-33.086992,151.420467,AUS,Litoria fallax,1,Spring
1452192583,2015-12-13 00:00:00,-32.858641,151.61576,AUS,Litoria fallax,1,Summer
3108877834,2018-12-12 00:00:00,-33.922272,151.215393,AUS,Litoria fallax,1,Summer
3108910095,2019-02-04 00:00:00,-33.3246,151.365,AUS,Litoria fallax,1,Summer
2806118673,2018-01-22 00:00:00,-32.39606,150.89162,AUS,Litoria fallax,1,Summer
3108907039,2018-01-22 00:00:00,-28.6558,153.183,AUS,Litoria fallax,1,Summer
3108908715,2019-01-13 00:00:00,-29.2296,152.016,AUS,Litoria fallax,1,Summer
3108863723,2018-10-06 00:00:00,-32.741472,151.955162,AUS,Litoria fallax,1,Spring
3108908320,2018-10-09 00:00:00,-32.894348,151.703246,AUS,Litoria fallax,1,Spring
1915724455,2016-11-15 00:00:00,-33.835933,151.062409,AUS,Litoria fallax,1,Spring
3108923417,2018-01-04 00:00:00,-33.8174,151.214,AUS,Litoria fallax,1,Summer
2805950244,2019-11-13 00:00:00,-33.717871,150.848963,AUS,Litoria fallax,1,Spring
1916558260,2016-12-07 00:00:00,-33.835933,151.062409,AUS,Litoria fallax,1,Summer
3108863785,2019-09-20 00:00:00,-33.3249,151.365,AUS,Litoria fallax,1,Spring
3108944559,2019-09-20 00:00:00,-31.968,152.508,AUS,Litoria fallax,1,Spring
3108879731,2017-12-10 00:00:00,-33.664,151.034,AUS,Litoria fallax,1,Summer
3108862872,2018-03-31 00:00:00,-28.565458,152.798191,AUS,Litoria fallax,1,Autumn
3108934940,2019-09-13 00:00:00,-32.9863,151.593,AUS,Litoria fallax,1,Spring
3108882929,2019-10-06 00:00:00,-33.021446,151.170579,AUS,Litoria fallax,1,Spring
1916581491,2017-12-04 00:00:00,-33.84098,151.069813,AUS,Litoria fallax,1,Summer
1452096817,2015-02-07 00:00:00,-33.835933,151.062409,AUS,Litoria fallax,1,Summer
1451842029,2015-01-15 00:00:00,-32.850196,151.609896,AUS,Litoria fallax,1,Summer
3108937845,2018-11-20 00:00:00,-34.590271,150.863215,AUS,Litoria fallax,1,Spring
3108918873,2018-01-28 00:00:00,-35.7833,150.222,AUS,Litoria fallax,1,Summer
3108906662,2019-10-31 00:00:00,-33.1117,151.559,AUS,Litoria fallax,1,Spring
3108906824,2019-11-08 00:00:00,-34.48515,150.775199,AUS,Litoria fallax,1,Spring
1915594037,2017-02-10 00:00:00,-33.835933,151.062409,AUS,Litoria fallax,1,Summer
1452643040,2016-02-19 00:00:00,-34.946374,150.601105,AUS,Litoria fallax,1,Summer
1915939264,2016-12-08 00:00:00,-33.84098,151.069813,AUS,Litoria fallax,1,Summer
3108923496,2019-04-19 00:00:00,-33.4014,151.462,AUS,Litoria fallax,1,Autumn
3108889943,2018-10-13 00:00:00,-33.94882,150.937246,AUS,Litoria fallax,1,Spring
1916106642,2017-11-29 00:00:00,-32.492758,151.100986,AUS,Litoria fallax,1,Spring
1915647590,2016-11-16 00:00:00,-33.837995,151.074188,AUS,Litoria fallax,1,Spring
2420847091,2019-01-10 00:00:00,-33.839198,151.071667,AUS,Litoria fallax,1,Summer
3108939340,2019-10-21 00:00:00,-35.024292,150.624317,AUS,Litoria fallax,1,Spring
1452642612,2016-02-18 00:00:00,-34.93565,150.601334,AUS,Litoria fallax,1,Summer
3108905424,2018-10-09 00:00:00,-32.624002,151.291288,AUS,Litoria fallax,1,Spring
1935424343,2018-07-05 00:00:00,-32.300136,151.21722,AUS,Litoria fallax,1,Winter
3108920963,2019-09-21 00:00:00,-34.0522,150.528,AUS,Litoria fallax,1,Spring
1452096604,2015-02-07 00:00:00,-33.835933,151.062409,AUS,Litoria fallax,1,Summer
1915673899,2017-10-26 00:00:00,-35.470921,150.341025,AUS,Litoria fallax,1,Spring
1452283414,2015-09-15 00:00:00,-32.8383,151.8367,AUS,Litoria fallax,1,Spring
3108896726,2017-12-17 00:00:00,-34.18411,150.699672,AUS,Litoria fallax,1,Summer
3108853707,2019-04-19 00:00:00,-34.496575,150.776865,AUS,Litoria fallax,1,Autumn
1915740461,2017-11-15 00:00:00,-32.855676,151.617136,AUS,Litoria fallax,1,Spring
3108907413,2017-11-13 00:00:00,-28.307314,152.464708,AUS,Litoria fallax,1,Spring
1452096638,2015-02-05 00:00:00,-33.839938,151.065574,AUS,Litoria fallax,1,Summer
3108887516,2019-10-05 00:00:00,-33.879029,151.167876,AUS,Litoria fallax,1,Spring
3108935958,2018-12-18 00:00:00,-33.325,151.365,AUS,Litoria fallax,1,Summer
1452510177,2016-01-06 00:00:00,-31.092287,153.003193,AUS,Litoria fallax,1,Summer
1806610122,2018-01-05 12:01:00,-29.035932,152.841445,AUS,Litoria fallax,1,Summer
1936812676,2018-09-18 16:05:00,-35.79316,150.219888,AUS,Litoria fallax,1,Spring
1633752972,2016-03-10 14:56:00,-26.7601,152.850388,AUS,Litoria fallax,1,Autumn
1633759143,2016-05-07 08:23:00,-17.283455,145.645724,AUS,Litoria fallax,1,Autumn
1936818761,2018-09-06 19:19:00,-28.524583,153.196367,AUS,Litoria fallax,1,Spring
1633773200,2016-10-15 18:34:00,-26.823864,152.919465,AUS,Litoria fallax,1,Spring
2432636617,2018-12-31 08:58:00,-32.081748,152.446583,AUS,Litoria fallax,1,Summer
2872708407,2019-11-16 21:01:00,-32.777751,151.549533,AUS,Litoria fallax,1,Spring
2432637345,2019-06-01 20:00:00,-27.753439,153.14601,AUS,Litoria fallax,1,Winter
2521497210,2019-10-04 15:21:00,-33.231023,151.415905,AUS,Litoria fallax,1,Spring
2432645684,2019-03-30 21:13:00,-27.830331,153.257812,AUS,Litoria fallax,1,Autumn
2521501068,2019-09-07 16:57:00,-26.812226,152.867108,AUS,Litoria fallax,1,Spring
2432648113,2019-06-02 14:23:00,-34.524276,150.746765,AUS,Litoria fallax,1,Winter
1633776241,2016-11-21 13:37:00,-33.878593,151.16803,AUS,Litoria fallax,1,Spring
2432651255,2019-04-05 08:20:00,-33.187157,151.4187,AUS,Litoria fallax,1,Autumn
1667396976,2017-09-12 18:01:00,-26.720292,153.024163,AUS,Litoria fallax,1,Spring
2563052706,2019-12-11 06:49:00,-30.498047,151.625048,AUS,Litoria fallax,1,Summer
2432594507,2019-03-06 20:03:00,-26.858072,152.894195,AUS,Litoria fallax,1,Autumn
2979244326,2019-01-22 23:29:50,-33.367473,150.720889,AUS,Litoria fallax,1,Summer
1633790470,2017-05-20 07:49:00,-26.824472,152.919903,AUS,Litoria fallax,1,Autumn
1805704511,2017-11-02 23:22:00,-17.29517,145.478303,AUS,Litoria fallax,1,Spring
2432605379,2018-11-25 10:10:00,-26.911615,152.76358,AUS,Litoria fallax,1,Spring
2521498699,2019-09-06 20:15:00,-24.931855,152.239297,AUS,Litoria fallax,1,Spring
2432609517,2019-04-16 09:38:00,-21.279722,149.151382,AUS,Litoria fallax,1,Autumn
2432609719,2019-01-17 12:43:00,-33.372708,150.755403,AUS,Litoria fallax,1,Summer
1653527484,2017-08-18 06:49:00,-27.758136,153.112359,AUS,Litoria fallax,1,Winter
2872702365,2019-11-17 09:10:00,-27.39447,152.493378,AUS,Litoria fallax,1,Spring
1633757075,2016-04-21 14:02:00,-33.230758,151.415772,AUS,Litoria fallax,1,Autumn
1633774964,2015-04-16 10:36:00,-30.45221,152.885539,AUS,Litoria fallax,1,Autumn
2432620434,2019-03-18 11:58:00,-25.928307,152.634994,AUS,Litoria fallax,1,Autumn
2432620709,2019-08-14 21:11:00,-24.976336,152.216195,AUS,Litoria fallax,1,Winter
1633754860,2016-03-28 09:38:00,-34.771678,150.766647,AUS,Litoria fallax,1,Autumn
2432632511,2019-02-09 09:52:00,-25.278734,152.766917,AUS,Litoria fallax,1,Summer
1653527778,2017-08-14 09:14:00,-26.387562,152.930019,AUS,Litoria fallax,1,Winter
2432638431,2019-04-04 22:54:00,-21.277956,149.147626,AUS,Litoria fallax,1,Autumn
1633775856,2016-11-18 20:02:00,-33.878662,151.167878,AUS,Litoria fallax,1,Spring
2432646448,2018-10-06 10:00:00,-27.461784,152.882858,AUS,Litoria fallax,1,Spring
1633779517,2017-01-05 14:52:00,-32.096886,152.374878,AUS,Litoria fallax,1,Summer
1633742837,2015-11-15 22:07:00,-27.464119,151.937261,AUS,Litoria fallax,1,Spring
2872699337,2019-11-04 18:22:00,-30.449967,151.622987,AUS,Litoria fallax,1,Spring
2432637123,2019-04-06 17:56:00,-33.624095,150.856642,AUS,Litoria fallax,1,Autumn
1835235809,2018-02-25 15:52:00,-30.255344,153.137766,AUS,Litoria fallax,1,Summer
