decimalLatitude,decimalLongitude,occurrenceStatus
-33.755424,150.623385,1
-33.3243,151.365,1
-30.4813,152.88,1
-33.804835,150.688767,1
-27.943522,153.237971,1
-33.3646,151.446,1
-26.910019,152.754707,1
-33.8174,151.214,1
-34.49539,150.774962,1
-33.430747,151.380921,1
-32.935008,151.433029,1
-26.1133,152.799,1
-33.726037,150.697254,1
-26.631099,153.02655,1
-33.3249,151.365,1
-33.837766,151.071468,1
-26.1135,152.799,1
-31.5916,152.497,1
-31.18559,152.914954,1
-29.791979,153.082693,1
-30.100171,153.163162,1
-34.1075,151.06,1
-29.6,152.8,1
-26.1187,152.797,1
-26.4562,152.999,1
-28.641676,153.414354,1
-33.391929,151.328862,1
-30.4403,153.031,1
-33.755371,150.623976,1
-27.0304,153.072,1
-32.332854,151.745422,1
-26.6089,153.017,1
-33.3249,151.365,1
-32.704486,151.694502,1
-31.4269,152.846,1
-28.112345,153.387746,1
-26.6656,152.866,1
-17.3334,145.656,1
-26.7585,152.925,1
-31.4261,152.844,1
-32.962436,151.703089,1
-32.9864,151.592,1
-33.8,151.1,1
-30.111908,153.190059,1
-17.2738,145.581,1
-25.6989,152.625,1
-28.7614,153.473,1
-33.604369,150.883329,1
-28.1506,153.325,1
-26.3549,152.938,1
-33.841957,151.062321,1
-21.0933,149.167,1
-33.325,151.365,1
-33.325,151.365,1
-26.5635,153.093,1
-34.493756,150.766464,1
-27.5242,152.988,1
-33.010647,151.571726,1
-26.4679,152.891,1
-30.101134,153.161775,1
-24.0035,151.197,1
-33.493307,150.885621,1
-33.3245,151.365,1
-33.7151,150.737,1
-32.894348,151.703246,1
-32.92418,151.122701,1
-34.565166,150.833149,1
-27.6763,152.756,1
-33.838148,151.073328,1
-30.10092,153.1633,1
-27.6062,153.227,1
-26.4568,152.95,1
-17.292419,145.478208,1
-27.2742,152.073,1
-33.325,151.365,1
-26.585464,152.746897,1
-26.7044,153.094,1
-32.813588,151.451111,1
-26.81691,152.974074,1
-33.739588,151.306449,1
-26.1136,152.799,1
-33.3245,151.365,1
-33.39765,151.376996,1
-33.3249,151.365,1
-33.676737,151.183499,1
-36.6804,149.842,1
-26.4562,152.999,1
-33.755289,150.623275,1
-27.488665,152.915465,1
-33.3245,151.365,1
-27.4457,152.656,1
-34.081607,151.125625,1
-21.156479,148.743447,1
-26.524004,153.000275,1
-33.3245,151.365,1
-33.3249,151.365,1
-27.529374,152.755559,1
-26.82677,152.979317,1
-33.650027,150.806733,1
-27.0304,153.072,1
-30.4402,152.896,1
-28.058716,153.338203,1
-33.430939,151.381395,1
-33.931412,151.246552,1
-30.4366,153.032,1
-27.357383,153.072419,1
-17.574733,146.082962,1
-30.100705,153.163455,1
-30.388587,152.675975,1
-33.3245,151.365,1
-30.4372,153.031,1
-33.3249,151.365,1
-31.5756,152.756,1
-33.147231,151.258256,1
-30.779404,151.451327,1
-26.4371,152.668,1
-33.3251,151.365,1
-33.1937,151.580573,1
-28.058258,153.338052,1
-34.676575,150.803841,1
-29.7234,151.482,1
-32.9,151.7,1
-33.649141,151.019237,1
-33.28782,151.558714,1
-16.7823,145.684,1
-32.7739,151.362,1
-33.8407,150.759,1
-26.1136,152.799,1
-16.9792,145.476,1
-31.973743,152.577395,1
-27.5004,153.248,1
-25.8514,152.632,1
-34.081286,151.125088,1
-30.787369,151.324806,1
-26.456028,152.998828,1
-30.222931,152.541674,1
-33.325,151.365,1
-26.1136,152.799,1
-31.285696,152.813698,1
-36.246238,147.036384,1
-33.3248,151.365,1
-26.089936,152.758569,1
-25.972,152.652,1
-29.640304,151.927001,1
-34.055298,150.77164,1
-24.4426,151.947,1
-27.216156,153.00528,1
-27.72168,152.922701,1
-27.721747,152.922136,1
-26.454,153.1,1
-30.308912,153.012618,1
-33.3247,151.365,1
-27.721588,152.922351,1
-28.561004,153.076036,1
-32.968436,151.656343,1
-27.721779,152.922017,1
-34.80713,150.727268,1
-33.262,151.334,1
-26.4563,152.999,1
-33.813504,151.219119,1
-30.445255,152.643324,1
-32.814117,151.460592,1
-28.531451,153.175205,1
-27.60788,153.184556,1
-27.6069,152.716,1
-27.7768,153.124,1
-26.4183,152.621,1
-33.430796,151.380922,1
-33.3254,151.365,1
-30.571394,151.904856,1
-36.333484,146.83918,1
-26.6343,152.939,1
-17.3931,145.384,1
-30.106857,153.183218,1
-33.401913,151.408545,1
-26.6145,153.004,1
-35.9046,150.072,1
-33.673889,151.058608,1
-28.181289,153.448059,1
-33.3247,151.364,1
-34.4069,150.879,1
-33.734016,151.244928,1
-29.539997,151.684367,1
-33.3247,151.365,1
-27.450052,153.10411,1
-30.319,153.016,1
-33.3247,151.365,1
-33.3249,151.365,1
-27.5192,152.974,1
-33.940528,151.07173,1
-30.100229,153.16317,1
-33.325,151.365,1
-33.734903,151.233162,1
-33.3249,151.365,1
-26.3557,152.649,1
-33.3249,151.365,1
-34.587,150.79,1
-28.8052,153.582,1
-26.24828,152.771923,1
-17.180832,145.455281,1
-33.3249,151.365,1
-34.8089,150.591,1
-26.826799,152.97919,1
-30.166952,153.159685,1
-33.779938,150.956917,1
-27.637496,152.862267,1
-32.0359,152.533,1
-36.6759,149.835,1
-32.760101,152.123214,1
-33.325,151.365,1
-30.3192,153.017,1
-33.3249,151.365,1
-36.2286,150.125,1
-25.699,152.625,1
-33.3249,151.365,1
-28.054255,153.112624,1
-33.805268,151.300694,1
-33.072447,151.608747,1
-29.417564,153.269906,1
-34.495523,150.775055,1
-35.8,150.2,1
-17.393,145.384,1
-30.7556,152.976,1
-27.304367,152.93384,1
-16.6359,145.327,1
-26.416929,153.10522,1
-33.659675,151.093758,1
-30.101215,153.161855,1
-27.449852,153.103939,1
-26.732025,152.840765,1
-25.6989,152.625,1
-33.425692,150.789361,1
-32.986266,151.592729,1
-35.742893,150.210266,1
-25.290241,152.897036,1
-30.101147,153.161897,1
-28.8081,153.582,1
-29.50538,152.823763,1
-29.505525,152.823725,1
-30.101121,153.164348,1
-31.973735,152.572546,1
-16.7823,145.685,1
-28.1505,153.332,1
-28.15,153.325,1
-33.988371,151.243484,1
-25.6989,152.624,1
-34.5871,150.79,1
-26.1135,152.799,1
-32.526685,151.196824,1
-28.158646,153.377792,1
-26.6747,153.016,1
-26.635,152.951,1
-28.630521,153.479682,1
-30.241584,152.585294,1
-30.476266,151.758617,1
-31.285901,152.813718,1
-33.3249,151.365,1
-33.3249,151.365,1
-28.626373,153.490128,1
-16.7823,145.684,1
-27.721883,152.922081,1
-26.123,152.617,1
-33.3251,151.365,1
-31.129944,152.989081,1
-31.4761,152.876,1
-33.3249,151.365,1
-34.094924,150.734382,1
-37.7767,145.36,1
-33.554299,150.673503,1
-33.3245,151.365,1
-33.8791,151.168,1
-33.325,151.365,1
-33.987427,151.251479,1
-27.721726,152.922074,1
-26.1135,152.799,1
-26.4571,152.678,1
-28.6583,151.931,1
-26.407668,152.989415,1
-30.4812,152.879,1
-26.7945,152.778,1
-27.0302,153.069,1
-33.673911,151.058632,1
-33.5253,150.666,1
-29.428921,153.256549,1
-27.778852,152.777592,1
-27.17138,152.949151,1
-28.058275,153.338132,1
-26.1135,152.799,1
-27.3896,152.504,1
-29.50623,152.824409,1
-33.3245,151.365,1
-33.4012,151.463,1
-27.577683,153.186953,1
-26.452959,152.868742,1
-26.704217,153.039678,1
-30.445376,152.64265,1
-33.7538,151.111,1
-34.0771,151.056,1
-34.589906,150.863455,1
-33.837524,151.058681,1
-33.3251,151.365,1
-28.058251,153.338077,1
-27.377619,153.092769,1
-31.0502,152.737,1
-33.1421,151.249,1
-35.8234,150.189,1
-33.755332,150.623423,1
-33.325,151.365,1
-26.4853,152.988,1
-30.6416,152.139,1
-27.0304,153.072,1
-33.3249,151.365,1
-29.505407,152.823839,1
-29.506361,152.823111,1
-32.7287,151.854,1
-33.39729,151.377771,1
-32.766073,151.632137,1
-30.101134,153.162076,1
-26.408,152.988942,1
-31.0431,152.792,1
-34.484678,150.775588,1
-28.63843,153.57826,1
-33.6355,151.018,1
-27.529641,152.755376,1
-29.50628,152.823362,1
-32.52626,151.197486,1
-19.1515,146.848,1
-33.3251,151.365,1
-19.258438,146.783332,1
-26.408025,152.988881,1
-27.6666,152.922,1
-33.3246,151.365,1
-27.449818,153.103737,1
-26.4562,152.999,1
-30.082143,153.184862,1
-33.3247,151.365,1
-27.456751,152.969393,1
-24.8505,152.337,1
-25.328144,152.852434,1
-34.026709,150.59273,1
-33.756226,150.623329,1
-27.9437,153.348,1
-33.646576,151.067723,1
-16.870285,145.678927,1
-16.912417,145.742436,1
-33.131126,151.359684,1
-30.1476,153.008,1
-33.3249,151.365,1
-27.707865,152.944642,1
-27.449804,153.104131,1
-33.940612,151.071693,1
-30.165934,153.159881,1
-33.756317,150.623123,1
-32.755225,151.632273,1
-33.3251,151.365,1
-34.029,151.17,1
-26.4563,152.999,1
-36.333039,146.839206,1
-25.6729,152.579,1
-33.526225,150.704848,1
-33.3247,151.365,1
-33.3248,151.365,1
-34.413757,150.817999,1
-33.410817,151.356072,1
-33.757298,150.615002,1
-35.8,150.2,1
-34.694847,150.836148,1
-30.475498,151.758897,1
-33.3245,151.365,1
-19.259398,146.793289,1
-16.912461,145.742459,1
-33.325,151.365,1
-22.3589,149.386,1
-32.360089,152.388912,1
-32.874847,151.737766,1
-33.325,151.365,1
-33.3247,151.365,1
-33.4001,151.405,1
-33.3249,151.365,1
-29.2296,152.016,1
-16.798721,145.548429,1
-26.407545,152.989658,1
-33.078,151.534,1
-28.5279,153.192,1
-33.348262,151.391249,1
-32.967093,151.715177,1
-32.986,151.593,1
-32.0537,152.261,1
-26.1131,152.799,1
-26.732044,152.842395,1
-27.778858,152.777512,1
-20.34123,148.951562,1
-27.721803,152.922027,1
-25.2587,152.691,1
-16.4291,145.388,1
-26.3483,152.988,1
-33.4306,151.382,1
-27.51809,152.933863,1
-31.0576,152.788,1
-33.3249,151.365,1
-26.737132,152.818522,1
-28.7066,153.084,1
-26.6224,152.866,1
-27.943337,153.237416,1
-33.463953,151.397022,1
-34.771515,150.76662,1
-30.2672,153.054,1
-26.407791,152.989354,1
-28.050733,153.155629,1
-21.105304,148.945091,1
-30.100254,153.163178,1
-27.340607,152.86951,1
-33.3248,151.365,1
-33.7469,151.265,1
-26.6091,153.017,1
-26.7944,152.778,1
-27.0304,153.072,1
-25.6721,152.579,1
-32.9381,151.488,1
-25.673,152.578,1
-28.34,153.565,1
-33.4174,151.359,1
-30.4404,153.031,1
-30.373835,153.035393,1
-16.77838,145.66744,1
-30.022046,153.192143,1
-24.8505,152.337,1
-30.474731,152.321907,1
-33.949135,151.251556,1
-34.595095,150.850526,1
-26.0561,152.579,1
-37.7017,145.213,1
-34.694855,150.836198,1
-30.525867,151.670979,1
-33.958677,151.244019,1
-33.756216,150.623266,1
-33.837319,151.072985,1
-34.737474,150.705335,1
-32.7298,152.138,1
-33.75531,150.623269,1
-26.475035,152.960516,1
-33.3248,151.365,1
-28.1901,153.048,1
-33.3247,151.365,1
-30.525513,151.670843,1
-32.357972,151.78059,1
-16.4808,145.464,1
-35.013602,150.623301,1
-26.9831,152.798,1
-34.052,150.528,1
-33.3245,151.365,1
-27.3531,152.979,1
-26.7043,152.815,1
-33.3251,151.365,1
-26.4561,152.999,1
-33.756131,150.623332,1
-28.058222,153.338047,1
-28.808,153.582,1
-31.559154,152.851239,1
-26.8792,152.104,1
-33.3244,151.365,1
-33.935089,151.218509,1
-36.2968,146.895,1
-33.3249,151.365,1
-26.755598,153.032842,1
-33.235626,151.470865,1
-26.8668,152.784,1
-33.8359,151.06,1
-29.2344,152.013,1
-33.94056,151.071508,1
-27.4621,152.883,1
-33.4013,151.462,1
-28.7268,153.071,1
-33.3246,151.365,1
-28.545331,153.109834,1
-28.545417,153.11009,1
-33.3247,151.364,1
-33.3244,151.365,1
-33.3244,151.365,1
-33.086487,151.42091,1
-33.8419,151.061,1
-32.9616,151.551,1
-26.7761,152.88,1
-33.3248,151.365,1
-33.4284,151.388,1
-34.495451,150.77509,1
-33.3249,151.365,1
-34.1013,150.819,1
-33.3251,151.365,1
-16.7929,145.689,1
-33.982014,151.249264,1
-30.3617,151.085,1
-27.9412,153.348,1
-33.3247,151.365,1
-33.3249,151.365,1
-33.756235,150.62325,1
-26.5379,152.969,1
-32.752935,151.627728,1
-34.498108,150.778966,1
-33.706935,151.147462,1
-33.3249,151.365,1
-33.9637,150.963,1
-35.6673,150.3,1
-30.3617,151.084,1
-29.506246,152.824374,1
-31.205279,152.79144,1
-26.452907,152.868717,1
-33.086273,151.42154,1
-23.0284,150.701,1
-29.6,152.8,1
-25.6717,152.579,1
-26.1136,152.799,1
-31.205104,152.791344,1
-33.755408,150.623305,1
-29.6083,152.642,1
-26.4568,152.95,1
-32.526457,151.196824,1
-34.492502,150.769296,1
-33.3248,151.364,1
-34.485085,150.77526,1
-26.446988,152.999167,1
-28.330921,153.537325,1
-16.85296,145.746829,1
-33.3247,151.365,1
-33.3249,151.365,1
-33.61,150.808,1
-33.6931,151.296,1
-30.984091,151.59545,1
-32.526414,151.19739,1
-33.0466,151.15,1
-33.3255,151.365,1
-30.1181,153.171,1
-19.400131,146.706966,1
-33.3248,151.365,1
-16.977,145.753,1
-17.393,145.384,1
-30.848422,152.877536,1
-27.5112,153.253,1
-33.673677,151.058653,1
-27.460068,153.089819,1
-32.9618,151.551,1
-19.2361,146.7,1
-33.430908,151.381232,1
-33.3247,151.365,1
-33.325,151.365,1
-23.156258,150.76365,1
-33.3249,151.365,1
-28.142,153.336,1
-34.913495,150.615394,1
-27.353416,152.871275,1
-33.086914,151.420738,1
-33.430913,151.381409,1
-28.676799,153.49365,1
-33.324,151.365,1
-33.3249,151.365,1
-26.737128,152.818567,1
-33.910952,151.184462,1
-29.788422,153.252816,1
-29.505318,152.823748,1
-36.6753,149.831,1
-29.8954,152.987,1
-17.1162,145.773,1
-17.274979,145.469773,1
-34.493783,150.766519,1
-33.676251,151.177018,1
-27.963638,153.192652,1
-19.42089,146.815052,1
-26.747753,152.916802,1
-33.755127,150.622943,1
-27.475347,152.976555,1
-33.3247,151.365,1
-27.276,152.07,1
-26.5655,152.935,1
-28.1499,153.325,1
-27.492264,152.904594,1
-32.851857,151.38167,1
-32.998641,151.091658,1
-21.1728,149.145,1
-26.43943,152.995754,1
-29.0759,153.026,1
-33.673997,151.05822,1
-33.984615,151.249123,1
-29.687433,151.851743,1
-30.476132,151.757906,1
-33.3249,151.365,1
-32.357892,151.780531,1
-31.021459,152.676517,1
-19.284708,146.796256,1
-33.3249,151.365,1
-33.589962,150.654596,1
-16.852899,145.746976,1
-33.3249,151.365,1
-30.9496,152.737,1
-29.879481,152.019075,1
-27.943487,153.237969,1
-33.193735,151.582541,1
-26.356843,153.051782,1
-31.7544,152.746,1
-26.736942,152.81862,1
-33.257874,151.326888,1
-33.0453,151.395,1
-17.718452,146.049393,1
-19.423446,146.814361,1
-33.67398,151.058642,1
-33.326752,151.437137,1
-33.756038,150.623325,1
-26.3959,153.039,1
-25.6724,152.577,1
-33.3246,151.365,1
-28.752023,153.45224,1
-33.495189,151.394787,1
-27.55648,152.794599,1
-26.6264,152.863,1
-29.784533,153.17902,1
-27.721917,152.922133,1
-35.7838,150.227,1
-30.8469,152.192,1
-26.6267,152.862,1
-27.9273,153.366,1
-27.576271,151.969545,1
-26.4562,152.999,1
-32.3212,152.482,1
-34.1814,150.988,1
-30.647515,151.499048,1
-33.025482,151.644649,1
-28.794186,153.370796,1
-33.3977,151.296,1
-27.626331,152.75749,1
-32.9859,151.593,1
-34.032702,151.167685,1
-29.6152,153.019,1
-16.515603,145.468526,1
-34.597643,150.788644,1
-33.086975,151.42067,1
-30.100899,153.162048,1
-33.756013,150.617361,1
-26.40741,152.98975,1
-30.6453,152.856,1
-28.565428,152.798181,1
-27.3882,152.504,1
-33.3251,151.365,1
-26.4564,152.999,1
-33.699141,151.043924,1
-33.3245,151.365,1
-29.64738,151.912495,1
-34.4922,150.823,1
-29.506308,152.824261,1
-33.5315,150.769,1
-33.5612,150.918,1
-33.3249,151.365,1
-33.75652,150.618419,1
-16.7823,145.684,1
-28.216,153.385,1
-33.3249,151.365,1
-26.7131,152.926,1
-26.631,152.993,1
-33.733638,151.24396,1
-26.4562,152.999,1
-33.3247,151.365,1
-33.835,151.063,1
-34.496275,150.776824,1
-19.2501,146.681,1
-27.212091,153.019336,1
-33.3245,151.365,1
-33.695136,151.291492,1
-33.8791,151.168,1
-28.640307,153.556186,1
-33.3249,151.365,1
-33.6678,151.188,1
-17.007935,145.397789,1
-27.3959,152.787,1
-27.721886,152.922056,1
-33.755345,150.623319,1
